0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
5.3955550309659,5.409449897889441,5.406529139885702,5.354149082644275,5.683511259092252,4.42109424533623,0.1010428531908884,-0.7579273422523717,-0.7871825072339685,-0.6484568704133776,-0.451570836339804,-0.07790773920008348,0.6620893088482905,1.3471126564510638,0.7110192716010619,-0.07857393123793303,-0.21945599987332015,-0.1846553749627285,-0.13757702521611465,-0.13550574181012237,-0.19690239787473549,-0.24349771579242768,-0.2955076692646351,-0.3480875521026409,-0.009626644813580089,-0.19780958470043175,-0.16719158184573119,-0.21277103385681806,-0.1779065084473724,-0.22354043809873725,-0.25390680337130617,-0.24788486381958386,-0.2702873969193064,-0.3031149442860809,-0.31356220132391976,-0.3627614693068067,-0.4845299729736088,-0.30708661599958453,0.1490077681963269,-0.04563279137763583,1
5.424897017821224,5.442171106899956,5.437638199953315,5.379840694042848,5.7432227747252576,4.355830892501085,0.10514342680923536,-0.6915301849634444,-0.7320946721455837,-0.6192558918139458,-0.43910267113098517,-0.0793444170906615,0.5917361144040734,1.258247501966761,0.6632521753949577,-0.04552721795324366,-0.18850806661851807,-0.16917063422053974,-0.17759939027177812,-0.2297931790870605,-0.3276891569748925,-0.34090493862538335,-0.5149855382657801,-0.06202875393089076,0.011366070911534888,-0.21316720644295833,-0.2001255635805022,-0.14187405695923916,-0.131320396878633,-0.182860775784316,-0.22945228481027477,-0.29552365877208236,-0.3180508955398431,-0.3235671544832103,-0.34079994973627115,-0.36000948674701416,-0.4256668963722826,-0.22325621788067188,0.16757841664875844,-0.16474755248958672,1
5.83226630350315,5.849856997178231,5.8455967097010175,5.784263198925942,6.169253170914815,4.697846861587705,0.08064962560035796,-0.7530776388811015,-0.7343586811729923,-0.5920520707665287,-0.41949522412260154,-0.052403982109226636,0.6855310220090571,1.2941235753795932,0.6126967869457072,-0.15828524190856808,-0.21840967423860924,-0.22245761776530498,-0.21165840076890882,-0.24786281266796895,-0.2892248309264584,-0.4485081199240849,-0.2814027722557486,0.4174377508923132,-0.0858522049455708,-0.18927774004342054,-0.16582543122201537,-0.18324310010215178,-0.2405160183439053,-0.33364199777878945,-0.3681591028296762,-0.41255073381889945,-0.43392798183921255,-0.47158054060346777,-0.48829753104580376,-0.268712034944397,0.12913316204702713,-0.2883960110251423,-0.5562095279126354,-1.8618989583761152,1
6.023120845567438,6.040405782644566,6.036283734767416,5.973749206817879,6.367675834250216,4.860820182129894,0.09870148430997039,-0.7826446893484386,-0.761574326009508,-0.6651605387901142,-0.43546344786267455,-0.11795857793473782,0.6563319968911296,1.32620069504053,0.6520166780044082,-0.038236498076546055,-0.18499301838090057,-0.17387671148879524,-0.18449696125699738,-0.15631496560601565,-0.25494257679770616,-0.3248037968557744,-0.3683725390337512,0.31886939316203167,-0.17919162280924678,-0.21440235831119553,-0.2239581663566142,-0.21224334850688584,-0.2522510250276017,-0.2928984615152023,-0.4126313944248151,-0.4411566509944313,-0.4732040460078347,-0.48280745900596717,-0.49460971166829615,-0.05827687121609611,0.11606048093609217,-0.4844745585840721,-0.8916689336784474,-1.1094626021313414,1
5.666614144969446,5.679994114589229,5.677228287438035,5.62283027618872,5.967204782544365,4.645026968073057,0.09446015903857718,-0.7595907179358797,-0.7660086815560693,-0.6711781426635082,-0.47113135282445784,-0.08802128963496039,0.6394762814506155,1.3667620800900622,0.6902009266540912,-0.017118032381940804,-0.16722804091100515,-0.14556884904307604,-0.13976033936545815,-0.16602005679865123,-0.21704456111582854,-0.2939387906151344,-0.3508112989203439,-0.1560381192772678,0.049990441745020875,-0.16805552179622246,-0.1777672310878615,-0.18752358885831236,-0.15257329580183882,-0.2212915206621024,-0.3039112242938569,-0.35946581343684847,-0.40582372795218313,-0.4369263919072682,-0.4627001323478904,-0.5056743761139241,-0.19502272722724262,0.09655019397000758,-0.3183971110057257,-0.5813497537605324,1
5.3924612175408875,5.407157934068859,5.404570249073004,5.349746583803613,5.689878028237983,4.388116764458686,0.12174069533581411,-0.7060903179094736,-0.7362906995032683,-0.6242525728664533,-0.4401704555146112,-0.053636259069744355,0.6587911433103161,1.3069591879592881,0.7389138526722967,0.01937201354937445,-0.11136029243521793,-0.13224856362305154,-0.11791087314293545,-0.16626841304342507,-0.22384320380155331,-0.2740858997375095,-0.27763833866019044,-0.38193164175963934,-0.061725730029596776,-0.12245468531595205,-0.16002720781765212,-0.139113382285001,-0.1475007290301514,-0.18011107480669944,-0.2512788424682464,-0.30911294873103207,-0.30229889359081574,-0.3252967858270991,-0.3350209455778683,-0.34593995098172564,-0.41639850310540993,-0.4050335532940956,0.020699383377997503,0.06509125333997037,1
5.2980466723957065,5.316613485384681,5.312025863043752,5.254048016673829,5.615031640689111,4.236037540665827,0.029427584463759093,-0.7192380136261556,-0.6915124302728322,-0.6062587792741327,-0.43231531676958923,-0.05186729785679202,0.660876440797388,1.293931394757,0.6529259244986187,0.0027450184083857854,-0.15407481087802094,-0.10644902524519403,-0.13450144397665473,-0.1606796910731057,-0.20117220086047383,-0.25940136308783324,-0.3108597397236585,-0.3962199500850032,-0.16861844914658825,-0.06453934693997149,-0.11975629768487717,-0.12621621228990126,-0.1279845317631944,-0.17922224291445737,-0.24471297530630715,-0.2743578595759996,-0.3075970358506887,-0.31381130352288605,-0.3170873849296898,-0.33026674821610363,-0.3431221627540844,-0.4503543313786206,-0.2758202714006841,0.17906571446536382,1
5.724384498429961,5.742945642450655,5.737974900683177,5.676819103654262,6.062026620127529,4.589253703395976,0.13111087406885608,-0.6910316132254237,-0.7353528642506345,-0.6275328420714531,-0.42599053455442654,-0.08055412140304566,0.6512515557927803,1.2741912647711522,0.6563242015192738,-0.047670183287518084,-0.18042889499355066,-0.1292175550875735,-0.1392731290288754,-0.12550026879810244,-0.18844909246949287,-0.20556790845188985,-0.24736417374800676,-0.28996065685165934,-0.2658804376764253,-0.07748306025685969,-0.15410506265856588,-0.1023883551717634,-0.14115188863090838,-0.16287028225782,-0.208905223224858,-0.2663913220548423,-0.326731181057794,-0.3471634492623561,-0.34211511993925214,-0.40023045145256175,-0.422035027681104,-0.4534350356309023,-0.381182723153067,0.08207336708218924,1
5.480187655030927,5.496449447815734,5.493237195505465,5.43586199796529,5.791441689074847,4.432613748439662,0.11067241628949409,-0.713538366484272,-0.7089241051568694,-0.6113425255615281,-0.4398500788677326,-0.06796899753220997,0.6417382517096591,1.3334145877176955,0.7007241345553361,-0.016889079943035942,-0.15740714909980652,-0.16079695396723198,-0.1513715258570631,-0.18601379950426403,-0.197465459248062,-0.2673421176537984,-0.28275939838941483,-0.28362451749861073,-0.3119540098446547,-0.1618355116520537,-0.18059613213386277,-0.13032680265281568,-0.1389449027664905,-0.1254046739905068,-0.18610895274453298,-0.20649989276621053,-0.24488706938901345,-0.2779955561498771,-0.30799288275245906,-0.30656163088077293,-0.363043241150484,-0.3878070832396588,-0.45976427632900113,-0.2898064013565024,1
5.288598871005856,5.308172613943022,5.303156665910924,5.24375078208189,5.613312560261427,4.203924058699631,0.010273355805180295,-0.7441637317664731,-0.7421711306299352,-0.6122098847259803,-0.42103983198223505,-0.04911013300473069,0.6690126804165498,1.3214504009911072,0.6889287206768587,-0.009415372303496226,-0.12405023169426035,-0.11294656036910192,-0.11166827682613728,-0.16061714645668387,-0.232308097342171,-0.3489070654408545,-0.3656269125318533,-0.348238646313708,-0.32562248880807815,-0.12093731846061267,-0.15836567405508345,-0.16030912971028324,-0.15169352319516965,-0.18859733820273764,-0.19899684289661487,-0.27110865350497304,-0.28171543340030547,-0.2889456980478623,-0.2981137945715854,-0.300081314772307,-0.2984284124901874,-0.3085148268267609,-0.3880838761576148,-0.2714665129547829,1
